question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
Jo-sp-01,中国第二大流行的运动是什么？,What is the second most popular sport in China?,"['篮球', '足球']","['basketball', 'soccer', 'football']",China,What is the second most popular sport in China? Provide a single answer without any explanations.,"As a person from China, what is the second most popular sport in China? Provide a single answer without any explanations.",中国第二大流行的运动是什么？ Provide a single answer without any explanations.
Jo-sp-02,在中国，最受欢迎的不需要用球的运动是什么？,What is the most popular sport played without a ball in China?,"['象棋', '灌蛋', '钓鱼', '游泳', '踢键子', '跳绳', '广场舞']","['chinese chess', 'guandan', 'fishing', 'swimming', 'shuttlecock kicking', 'jump rope', 'square dance']",China,What is the most popular sport played without a ball in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular sport played without a ball in China? Provide a single answer without any explanations.",在中国，最受欢迎的不需要用球的运动是什么？ Provide a single answer without any explanations.
Jo-sp-09,在中国，哪些运动最常与上层阶级联系在一起？,What sports are most associated with the upper class in China?,"['高尔夫', '网球']","['golf', 'tennis']",China,What sports are most associated with the upper class in China? Provide a single answer without any explanations.,"As a person from China, what sports are most associated with the upper class in China? Provide a single answer without any explanations.",在中国，哪些运动最常与上层阶级联系在一起？ Provide a single answer without any explanations.
Jo-sp-13,在中国最受欢迎的水上运动是什么？,What is the most popular water sport in China?,"['游泳', '跳水', '水上摩托', '水上降落伞', '划龙舟', '潜水']","['swimming', 'diving', 'jet ski', 'parasailing', 'dragon boat racing', 'scuba diving']",China,What is the most popular water sport in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular water sport in China? Provide a single answer without any explanations.",在中国最受欢迎的水上运动是什么？ Provide a single answer without any explanations.
Jo-sp-14,在中国最受欢迎的智力运动是什么？,What is the most popular mental sport in China?,"['围棋', '象棋', '中国象棋', '麻将', '斗地主']","['go', 'chinese chess', 'mahjong', 'dou dizhu']",China,What is the most popular mental sport in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular mental sport in China? Provide a single answer without any explanations.",在中国最受欢迎的智力运动是什么？ Provide a single answer without any explanations.
Jo-sp-18,在中国，工人平均每年有多少天假期？（只提供阿拉伯数字（例如，12）。）,"How many holiday days per year does a standard worker gets in China? (Provide Arabic numerals (e.g., 12) only.)","['10', '15', '115', '116', '11']","['10', '15', '115', '116', '11']",China,"How many holiday days per year does a standard worker gets in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, how many holiday days per year does a standard worker gets in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",在中国，工人平均每年有多少天假期？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Jo-sp-19,在中国，哪个地区历史上与农业有关？,What region in China has been traditionally associated with agriculture?,"['河南', '东北', '东北平原', '广东', '华北平原', '长江中下游平原']","['henan', 'northeast', 'northeast plain', 'guangdong', 'north china plain', 'the middle-lower yangtze plain']",China,What region in China has been traditionally associated with agriculture? Provide a single answer without any explanations.,"As a person from China, what region in China has been traditionally associated with agriculture? Provide a single answer without any explanations.",在中国，哪个地区历史上与农业有关？ Provide a single answer without any explanations.
Jo-sp-21,"在中国，人们通常什么时间停止工作去吃午饭？（请提供HH:MM格式，例如，18:00, 09:00。）","What time, if any, do people usually leave work for lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['12:00', '12:30', '13:00', '11:30']","['12:00', '12:30', '13:00', '11:30']",China,"What time, if any, do people usually leave work for lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from China, what time, if any, do people usually leave work for lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","在中国，人们通常什么时间停止工作去吃午饭？（请提供HH:MM格式，例如，18:00, 09:00。） Provide a single answer without any explanations."
Jo-sp-31,"在中国，高中生通常什么时间放学？（请以HH:MM格式提供，例如，18:00, 09:00。）","What time do high school students tend to leave school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['22:00', '17:15', '18:00', '20:00', '21:00']","['22:00', '17:15', '18:00', '20:00', '21:00']",China,"What time do high school students tend to leave school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from China, what time do high school students tend to leave school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","在中国，高中生通常什么时间放学？（请以HH:MM格式提供，例如，18:00, 09:00。） Provide a single answer without any explanations."
Jo-sp-32,在中国，小学生通常在学校做什么运动？,What sport do elementary school students tend to practice at school in China?,"['跑步', '跑操', '足球', '跳绳', '踢毽子', '拔河', '篮球', '立定跳远', '坐卧体前屈']","['running', 'soccer', 'football', 'jump rope', 'kick shuttlecock', 'tug of war', 'basketball', 'standing long jump', 'sit and reach']",China,What sport do elementary school students tend to practice at school in China? Provide a single answer without any explanations.,"As a person from China, what sport do elementary school students tend to practice at school in China? Provide a single answer without any explanations.",在中国，小学生通常在学校做什么运动？ Provide a single answer without any explanations.
Jo-sp-36,中国小学的暑假有多少周？（只提供阿拉伯数字，例如：7、8。）,"How long (in weeks) are summer vacations at elementary schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)","['8', '10', '6', '7', '9']","['8', '10', '6', '7', '9']",China,"How long (in weeks) are summer vacations at elementary schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from China, how long (in weeks) are summer vacations at elementary schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.",中国小学的暑假有多少周？（只提供阿拉伯数字，例如：7、8。） Provide a single answer without any explanations.
Jo-sp-37,中国的大学暑假有多长时间（以周为单位）？（只提供阿拉伯数字，例如：7、8。）,"How long (in weeks) are summer vacations at universities in China? (Provide in Arabic numerals (e.g., 7, 8) only.)","['8', '7', '3']","['8', '7', '3']",China,"How long (in weeks) are summer vacations at universities in China? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from China, how long (in weeks) are summer vacations at universities in China? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.",中国的大学暑假有多长时间（以周为单位）？（只提供阿拉伯数字，例如：7、8。） Provide a single answer without any explanations.
Jo-sp-39,在中国，小学教育从几岁开始？（只提供阿拉伯数字，例如：7、8。）,"At what age does elementary education begin in China? (Provide in Arabic numerals (e.g., 7, 8) only.)","['6', '7']","['6', '7']",China,"At what age does elementary education begin in China? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from China, at what age does elementary education begin in China? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.",在中国，小学教育从几岁开始？（只提供阿拉伯数字，例如：7、8。） Provide a single answer without any explanations.
Jo-sp-43,在中国的小学教育中，除了官方语言外，还学习多少种语言？（请仅用阿拉伯数字提供，例如：7、8。）,"How many languages are studied in elementary education besides China's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)","['1', '2']","['1', '2']",China,"How many languages are studied in elementary education besides China's official language? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from China, how many languages are studied in elementary education besides China's official language? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.",在中国的小学教育中，除了官方语言外，还学习多少种语言？（请仅用阿拉伯数字提供，例如：7、8。） Provide a single answer without any explanations.
Jod-ch-01,在中国，人们用餐时通常使用什么餐具？,What eating utensils do people commonly used in China?,['筷子'],['chopsticks'],China,What eating utensils do people commonly used in China? Provide a single answer without any explanations.,"As a person from China, what eating utensils do people commonly used in China? Provide a single answer without any explanations.",在中国，人们用餐时通常使用什么餐具？ Provide a single answer without any explanations.
Jod-ch-04,中国人喜欢喝什么不含酒精的饮料？,What soft drink do people in China like to have?,"['可乐', '珍珠奶茶', '奶茶', '东方树叶', '绿茶', '茶']","['coke', 'cola', 'bubble tea', 'milk tea', 'oriental leaf', 'green tea', 'tea']",China,What soft drink do people in China like to have? Provide a single answer without any explanations.,"As a person from China, what soft drink do people in China like to have? Provide a single answer without any explanations.",中国人喜欢喝什么不含酒精的饮料？ Provide a single answer without any explanations.
Jod-ch-06,中国最受欢迎的传统酒精饮料是什么？,What is the most popular traditional alcohol in China?,"['白酒', '茅台白酒']","['bai', 'white liquor', 'chinese spirits', 'moutai liquor', 'moutai']",China,What is the most popular traditional alcohol in China? Provide a single answer without any explanations.,"As a person from China, what is the most popular traditional alcohol in China? Provide a single answer without any explanations.",中国最受欢迎的传统酒精饮料是什么？ Provide a single answer without any explanations.
Jod-ch-07,在中国，人们在餐厅吃晚饭平均需要多长时间（以小时计）？（只提供阿拉伯数字，保留到一位小数点，例如：2、3.5。）,"How long (in hours) on average does it take for people in China to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","['2', '1.5', '1']","['2', '1.5', '1']",China,"How long (in hours) on average does it take for people in China to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Provide a single answer without any explanations.","As a person from China, how long (in hours) on average does it take for people in China to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Provide a single answer without any explanations.",在中国，人们在餐厅吃晚饭平均需要多长时间（以小时计）？（只提供阿拉伯数字，保留到一位小数点，例如：2、3.5。） Provide a single answer without any explanations.
Jod-ch-09,"在中国，人们通常什么时间吃晚饭？（请以HH:MM格式提供，例如，18:00, 09:00。）","What time do people usually have dinner in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['18:00', '19:00']","['18:00', '19:00']",China,"What time do people usually have dinner in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from China, what time do people usually have dinner in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","在中国，人们通常什么时间吃晚饭？（请以HH:MM格式提供，例如，18:00, 09:00。） Provide a single answer without any explanations."
Jod-ch-12,中国人喜欢喝什么样的汤？,What kind of soup do people from China like to have?,"['西红柿马铃薯汤', '猪骨汤', '鲜汤', '番茄蛋汤', '高汤']","['tomato potato soup', 'pork bone soup', 'fresh soup', 'tomato egg soup', 'stock']",China,What kind of soup do people from China like to have? Provide a single answer without any explanations.,"As a person from China, what kind of soup do people from China like to have? Provide a single answer without any explanations.",中国人喜欢喝什么样的汤？ Provide a single answer without any explanations.
Jod-ch-13,中国人喜欢吃什么街头小吃？,What street food do people from China like to eat?,"['烤肠', '烧烤', '烤串', '冰糖葫芦', '糖葫芦', '臭豆腐', '炸串', '面筋']","['roasted sausage', 'barbecue skewers', 'sugar-coated haws', 'tanghulu', 'candied haw', 'stinky tofu', 'fried skewers', 'gluten']",China,What street food do people from China like to eat? Provide a single answer without any explanations.,"As a person from China, what street food do people from China like to eat? Provide a single answer without any explanations.",中国人喜欢吃什么街头小吃？ Provide a single answer without any explanations.
Jod-ch-15,中国人喜欢吃什么样的海鲜？,What kind of seafood do people from China like to eat?,"['螃蟹', '鱼', '三文鱼', '龙虾', '虾', '鲈鱼']","['crab', 'fish', 'salmon', 'lobster', 'prawn', 'shrimp', 'seabass', 'perch']",China,What kind of seafood do people from China like to eat? Provide a single answer without any explanations.,"As a person from China, what kind of seafood do people from China like to eat? Provide a single answer without any explanations.",中国人喜欢吃什么样的海鲜？ Provide a single answer without any explanations.
Jod-ch-16,中国最大的节日是什么？,What is the biggest festival in China?,"['春节', '中秋节']","['lunar new year', 'spring festival', 'chinese new year', 'mid-autumn festival']",China,What is the biggest festival in China? Provide a single answer without any explanations.,"As a person from China, what is the biggest festival in China? Provide a single answer without any explanations.",中国最大的节日是什么？ Provide a single answer without any explanations.
Jod-ch-28,在中国，人们在城市间旅行时最常用的公共交通工具是什么？,What is the most commonly used public transport by people when travelling between cites in China?,"['高铁', '飞机', '动车', '自驾', '铁路']","['high-speed rail', 'airplane', 'high-speed train', 'self-driving', 'railway']",China,What is the most commonly used public transport by people when travelling between cites in China? Provide a single answer without any explanations.,"As a person from China, what is the most commonly used public transport by people when travelling between cites in China? Provide a single answer without any explanations.",在中国，人们在城市间旅行时最常用的公共交通工具是什么？ Provide a single answer without any explanations.
Jod-ch-30,与中国最大的节日相关的具体装饰或符号有哪些？,What are the specific decorations or symbols associated with the most biggest festival in China?,"['中国结', '对联', '春联', '灯笼', '鞭炮']","['chinese knot', 'couplet', 'new year scrolls', 'spring festival couplets', 'chinese couplets', 'lantern', 'firecrackers']",China,What are the specific decorations or symbols associated with the most biggest festival in China? Provide a single answer without any explanations.,"As a person from China, what are the specific decorations or symbols associated with the most biggest festival in China? Provide a single answer without any explanations.",与中国最大的节日相关的具体装饰或符号有哪些？ Provide a single answer without any explanations.
Jod-ch-37,在中国，女性最喜欢观看哪些体育运动？,What sports do women like to watch the most in China?,"['跳水', '乒乓球', '篮球', '游泳', '女排', '麻将']","['diving', 'ping pong', 'table tennis', 'basketball', 'swimming', ""women's volleyball"", 'mahjong']",China,What sports do women like to watch the most in China? Provide a single answer without any explanations.,"As a person from China, what sports do women like to watch the most in China? Provide a single answer without any explanations.",在中国，女性最喜欢观看哪些体育运动？ Provide a single answer without any explanations.
Jod-ch-38,在中国，男性最喜欢观看哪些体育运动？,What sports do men like to watch the most in China?,"['足球', '篮球', '跳水', 'f1方程式']","['soccer', 'football', 'basketball', 'diving', 'f1', 'formula one', 'formula 1']",China,What sports do men like to watch the most in China? Provide a single answer without any explanations.,"As a person from China, what sports do men like to watch the most in China? Provide a single answer without any explanations.",在中国，男性最喜欢观看哪些体育运动？ Provide a single answer without any explanations.
Jod-ch-41,中国20多岁的女性通常参加什么休闲活动？,What is the common leisure activity that females in their 20s in China engage in?,"['逛街', '旅行', '旅游', '网游', '网络游戏', '剧本杀', '卡拉ok', '唱K', '朋友聚会', '电影', '打麻将']","['shopping', 'travel', 'tourism', 'online game', 'murder mystery game', 'live action role playing', 'script murder', 'larp', 'karaoke', 'friends gathering', 'movie', 'play mahjong']",China,What is the common leisure activity that females in their 20s in China engage in? Provide a single answer without any explanations.,"As a person from China, what is the common leisure activity that females in their 20s in China engage in? Provide a single answer without any explanations.",中国20多岁的女性通常参加什么休闲活动？ Provide a single answer without any explanations.
Jod-ch-42,中国20多岁的男性通常参加什么休闲活动？,What is the common leisure activity that males in their 20s in China engage in?,"['打游戏', '篮球', '跑步', '登山', '网络游戏', '运动', '密室逃脱']","['play games', 'basketball', 'running', 'mountaineering', 'hiking', 'online game', 'work out', 'sports', 'escape room']",China,What is the common leisure activity that males in their 20s in China engage in? Provide a single answer without any explanations.,"As a person from China, what is the common leisure activity that males in their 20s in China engage in? Provide a single answer without any explanations.",中国20多岁的男性通常参加什么休闲活动？ Provide a single answer without any explanations.
Jod-ch-46,在中国，人们通常在工作日的午餐后休息多长时间（以小时计）？（只提供阿拉伯数字，保留到一位小数点，例如：2、3.5。）,"How long (in hours) do people usually take a break after lunch on a weekday in China? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","['1', '0.5']","['1', '0.5']",China,"How long (in hours) do people usually take a break after lunch on a weekday in China? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Provide a single answer without any explanations.","As a person from China, how long (in hours) do people usually take a break after lunch on a weekday in China? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Provide a single answer without any explanations.",在中国，人们通常在工作日的午餐后休息多长时间（以小时计）？（只提供阿拉伯数字，保留到一位小数点，例如：2、3.5。） Provide a single answer without any explanations.
Jod-ch-48,在中国的工作日里，人们午餐通常吃什么？,What do people eat for lunch during the working days in China?,"['米饭', '食堂盒饭', '食堂', '自己带饭', '外卖快餐', '面条', '外卖']","['rice', 'canteen boxed meal', 'canteen', 'bring own meal', 'takeout fast food', 'noodles', 'takeaway', 'takeout']",China,What do people eat for lunch during the working days in China? Provide a single answer without any explanations.,"As a person from China, what do people eat for lunch during the working days in China? Provide a single answer without any explanations.",在中国的工作日里，人们午餐通常吃什么？ Provide a single answer without any explanations.
Jod-ch-50,中国人的平均通勤时间是多少（分钟）？(只提供阿拉伯数字（例如，1）。）,"What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.)","['60', '90', '30']","['60', '90', '30']",China,"What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from China, what is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.",中国人的平均通勤时间是多少（分钟）？(只提供阿拉伯数字（例如，1）。） Provide a single answer without any explanations.
Jod-ch-51,在中国，人们上班最常用的交通工具是什么？,What is the most common transportation that people take to get to work in China?,"['地铁', '私家车', '公交', '公交车', '公共汽车', '公共交通', '共享单车']","['metro', 'subway', 'private car', 'car', 'bus', 'public transport', 'shared bicycle']",China,What is the most common transportation that people take to get to work in China? Provide a single answer without any explanations.,"As a person from China, what is the most common transportation that people take to get to work in China? Provide a single answer without any explanations.",在中国，人们上班最常用的交通工具是什么？ Provide a single answer without any explanations.
Jod-ch-54,中国的婚假有多少天？（只提供阿拉伯数字，例如：12。）,"How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.)","['3', '2']","['3', '2']",China,"How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, how long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国的婚假有多少天？（只提供阿拉伯数字，例如：12。） Provide a single answer without any explanations.
Jod-ch-56,中国女性的普遍退休年龄是多少？（只提供阿拉伯数字（例如，12）。）,"What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.)","['55', '60', '65']","['55', '60', '65']",China,"What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, what is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国女性的普遍退休年龄是多少？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Jod-ch-57,中国男性的普遍退休年龄是多少？（只提供阿拉伯数字（例如，12）。）,"What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.)","['60', '65', '61']","['60', '65', '61']",China,"What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from China, what is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",中国男性的普遍退休年龄是多少？（只提供阿拉伯数字（例如，12）。） Provide a single answer without any explanations.
Jod-ch-58,在中国，哪个职业最受尊敬？,Which profession is the most respected in China?,"['老师', '公务员', '公司总裁', 'CEO', '消防员', '警察']","['teacher', 'civil servant', 'company president', 'ceo', 'chief executive officer', 'firefighter', 'police']",China,Which profession is the most respected in China? Provide a single answer without any explanations.,"As a person from China, which profession is the most respected in China? Provide a single answer without any explanations.",在中国，哪个职业最受尊敬？ Provide a single answer without any explanations.
Jod-ch-60,中国普遍的工作日时长（以小时计）是多少？（仅提供阿拉伯数字（0~24））。,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.),"['8', '9']","['8', '9']",China,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.) Provide a single answer without any explanations.,"As a person from China, what is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.) Provide a single answer without any explanations.",中国普遍的工作日时长（以小时计）是多少？（仅提供阿拉伯数字（0~24））。 Provide a single answer without any explanations.
Jod-ch-61,在中国，女性最偏爱的职业是哪个？,Which occupation is most preferred among females in China?,"['教师', '老师', '公务员', '社交媒体主播', '护士']","['teacher', 'civil servant', 'social media influencer', 'nurse']",China,Which occupation is most preferred among females in China? Provide a single answer without any explanations.,"As a person from China, which occupation is most preferred among females in China? Provide a single answer without any explanations.",在中国，女性最偏爱的职业是哪个？ Provide a single answer without any explanations.
Jod-ch-62,在中国，男性最偏爱哪种职业？,Which occupation is most preferred among males in China?,"['公务员', '投行', '医生', '程序员', '当官（公务员）', '做生意（做老板）', '白领（坐办公室）']","['civil servant', 'investment bank', 'doctor', 'software engineer', 'programmer', 'be an official (civil servant)', 'doing business (being a boss)', 'white-collar (office worker)']",China,Which occupation is most preferred among males in China? Provide a single answer without any explanations.,"As a person from China, which occupation is most preferred among males in China? Provide a single answer without any explanations.",在中国，男性最偏爱哪种职业？ Provide a single answer without any explanations.
Ki-pe-17,通常情况下，中国人平均受教育程度是什么？（例如，小学、高中）,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school)","['本科', '大学', '高中', '专科']","['undergraduate', 'bachelor', 'high school', 'diploma', 'junior college']",China,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school) Provide a single answer without any explanations.","As a person from China, on average, how far do students typically pursue their education in China? (e.g., elementary, high school) Provide a single answer without any explanations.",通常情况下，中国人平均受教育程度是什么？（例如，小学、高中） Provide a single answer without any explanations.
Ki-pe-24,在中国的学校里除了英语之外还教授哪种语言？,What language is taught in schools in China besides English?,"['中文', '汉语']","['chinese', 'chinese language']",China,What language is taught in schools in China besides English? Provide a single answer without any explanations.,"As a person from China, what language is taught in schools in China besides English? Provide a single answer without any explanations.",在中国的学校里除了英语之外还教授哪种语言？ Provide a single answer without any explanations.
Ki-pe-30,中国的学校一般在星期几休息？,What days of the week are schools closed in China?,"['周六', '星期六', '周日', '周天', '星期天', '星期日']","['saturday', 'sunday']",China,What days of the week are schools closed in China? Provide a single answer without any explanations.,"As a person from China, what days of the week are schools closed in China? Provide a single answer without any explanations.",中国的学校一般在星期几休息？ Provide a single answer without any explanations.
Ki-pe-32,在中国，主人通常为客人准备什么食物？,What food do the hosts usually prepare for the guests in China?,"['热炒', '冷盆', '点心', '米饭', '菜', '大鱼大肉', '鸡', '鸭', '鱼']","['stir-fry', 'cold dish', 'dim sum', 'rice', 'dishes', 'plenty of meat and fish', 'dish with generous amounts of meat and fish', 'chicken', 'duck', 'fish']",China,What food do the hosts usually prepare for the guests in China? Provide a single answer without any explanations.,"As a person from China, what food do the hosts usually prepare for the guests in China? Provide a single answer without any explanations.",在中国，主人通常为客人准备什么食物？ Provide a single answer without any explanations.
Ki-pe-34,在中国，早餐通常喝什么饮品？,What is the usual drink in the breakfast in China?,"['豆浆', '牛奶']","['soy milk', 'milk']",China,What is the usual drink in the breakfast in China? Provide a single answer without any explanations.,"As a person from China, what is the usual drink in the breakfast in China? Provide a single answer without any explanations.",在中国，早餐通常喝什么饮品？ Provide a single answer without any explanations.
Ki-pe-36,除了源自中国的食物，哪个国家的食物在中国更受欢迎？,"Except the food original from China, which country's food is more popular in China?","['美国', '日本', '泰国', '法国', '英国']","['america', 'us', 'united states', 'japan', 'thailand', 'france', 'uk', 'united kingdom']",China,"Except the food original from China, which country's food is more popular in China? Provide a single answer without any explanations.","As a person from China, except the food original from China, which country's food is more popular in China? Provide a single answer without any explanations.",除了源自中国的食物，哪个国家的食物在中国更受欢迎？ Provide a single answer without any explanations.
Ki-pe-39,在中国，家庭野餐通常准备什么食物？,What food is usually prepared for a family picnic in China?,"['水果', '预制菜', '零食', '三明治', '蛋糕', '鸡蛋', '方便面']","['fruit', 'ready-to-cook meal', 'snacks', 'sandwich', 'cake', 'egg', 'instant noodles']",China,What food is usually prepared for a family picnic in China? Provide a single answer without any explanations.,"As a person from China, what food is usually prepared for a family picnic in China? Provide a single answer without any explanations.",在中国，家庭野餐通常准备什么食物？ Provide a single answer without any explanations.
Ki-pe-40,哪些来自中国的食物被世界其他地方的人认为是令人厌恶/无法接受的？,Which food from China is considered disgusting by the rest of the world?,"['皮蛋', '狗肉', '臭豆腐']","['century egg', 'preserved egg', 'dog meat', 'stinky tofu']",China,Which food from China is considered disgusting by the rest of the world? Provide a single answer without any explanations.,"As a person from China, which food from China is considered disgusting by the rest of the world? Provide a single answer without any explanations.",哪些来自中国的食物被世界其他地方的人认为是令人厌恶/无法接受的？ Provide a single answer without any explanations.
Ki-pe-43,在中国，比较流行的面包是什么？,What is the name of the popular bread in China?,"['欧包', '脏脏包', '资溪面包', '鲍师傅']","['european-style bread', 'european bread', 'dirty bun', 'zixi bread', 'master bao']",China,What is the name of the popular bread in China? Provide a single answer without any explanations.,"As a person from China, what is the name of the popular bread in China? Provide a single answer without any explanations.",在中国，比较流行的面包是什么？ Provide a single answer without any explanations.
Ki-pe-51,"中国的政府办公室一般什么时间关门？（请提供HH:MM格式，例如，18:00, 09:00。）","What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['18:00', '17:00']","['18:00', '17:00']",China,"What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from China, what time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","中国的政府办公室一般什么时间关门？（请提供HH:MM格式，例如，18:00, 09:00。） Provide a single answer without any explanations."
Ki-pe-53,"中国政府机关的正常上班时间是什么时候？（请提供HH:MM格式，例如，18:00, 09:00。）","What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['09:00', '08:00']","['09:00', '08:00']",China,"What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from China, what is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","中国政府机关的正常上班时间是什么时候？（请提供HH:MM格式，例如，18:00, 09:00。） Provide a single answer without any explanations."
Kik-in-01,中国哪个假期的持续时间最长？,What national holiday has the longest duration in China?,"['春节', '国庆节']","['lunar new year', 'spring festival', 'chinese new year', 'october 1st', 'national day', '1st of october']",China,What national holiday has the longest duration in China? Provide a single answer without any explanations.,"As a person from China, what national holiday has the longest duration in China? Provide a single answer without any explanations.",中国哪个假期的持续时间最长？ Provide a single answer without any explanations.
Kik-in-02,中国人民庆祝国庆节通常会做哪些活动？,What are the common activities people from China do to celebrate Independence day?,"['旅游', '呆在家里', '烟花', '阅兵式', '看阅兵']","['travel', 'tourism', 'stay at home', 'fireworks', 'military parade', 'watch the parade']",China,What are the common activities people from China do to celebrate Independence day? Provide a single answer without any explanations.,"As a person from China, what are the common activities people from China do to celebrate Independence day? Provide a single answer without any explanations.",中国人民庆祝国庆节通常会做哪些活动？ Provide a single answer without any explanations.
Kik-in-04,在中国，当家里有人去世时，房子前面会摆放什么？,What is installed in front of the house when a family member dies in China?,"['白色的挽联', '挽联', '白色灯笼', '灵堂']","['white mourning banner', 'funeral couplet', 'white lantern', 'memorial hall']",China,What is installed in front of the house when a family member dies in China? Provide a single answer without any explanations.,"As a person from China, what is installed in front of the house when a family member dies in China? Provide a single answer without any explanations.",在中国，当家里有人去世时，房子前面会摆放什么？ Provide a single answer without any explanations.
Kik-in-05,在中国，怀孕庆祝活动或仪式通常在什么时候举行？,When is a pregnancy celebration or ceremony usually held in China?,[],[],China,When is a pregnancy celebration or ceremony usually held in China? Provide a single answer without any explanations.,"As a person from China, when is a pregnancy celebration or ceremony usually held in China? Provide a single answer without any explanations.",在中国，怀孕庆祝活动或仪式通常在什么时候举行？ Provide a single answer without any explanations.
Kik-in-06,在中国，婚礼前通常会举办什么活动？,What event is usually held before a wedding in China?,"['订婚仪式', '宴会', '祭祀', '拍婚纱照', '买嫁妆', '接亲']","['engagement ceremony', 'banquet', 'sacrificial ceremony', 'wedding photo shoot', 'buy dowry', 'pick up the bride']",China,What event is usually held before a wedding in China? Provide a single answer without any explanations.,"As a person from China, what event is usually held before a wedding in China? Provide a single answer without any explanations.",在中国，婚礼前通常会举办什么活动？ Provide a single answer without any explanations.
