question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
Kik-in-11,ما هي أشهر المواقع الدينية (معبد، كنيسة، إلخ) للسياحة في الجزائر؟,"What is the most popular religious sites (temple, church, etc.) for tourism in Algeria?","[""Notre Dame d'Afrique"", 'السيدة الأفريقية', 'السيدة الافريقية', 'المسجد الكبير', 'سنتا كروز', 'سانتا كروز', 'مسجد كتشاوة', 'جامع الجزائر']","['our mother of africa', ""notre-dame d'afrique"", 'our lady of africa', 'basilica of our lady of africa', 'the great mosque', 'djamaa el kebir', 'santa cruz', 'ketchawa mosque', 'ketchaoua mosque', 'djamaa el djazaïr', 'djamaâ el-djazaïr', 'great mosque of algiers', 'grand mosque of algeria']",Algeria,"What is the most popular religious sites (temple, church, etc.) for tourism in Algeria? Provide a single answer without any explanations.","As a person from Algeria, what is the most popular religious sites (temple, church, etc.) for tourism in Algeria? Provide a single answer without any explanations.",ما هي أشهر المواقع الدينية (معبد، كنيسة، إلخ) للسياحة في الجزائر؟ Provide a single answer without any explanations.
Kik-in-15,ما هي الملابس التي ترتديها النساء عادة في حفل التخرج من الجامعة في الجزائر؟,What clothes do women usually wear on graduation commencement ceremony in Algeria?,['ملابسهم العادية'],"['regular clothes', 'their regular clothes']",Algeria,What clothes do women usually wear on graduation commencement ceremony in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what clothes do women usually wear on graduation commencement ceremony in Algeria? Provide a single answer without any explanations.",ما هي الملابس التي ترتديها النساء عادة في حفل التخرج من الجامعة في الجزائر؟ Provide a single answer without any explanations.
Kik-in-16,ما هو المشروب المستهلك بكثرة عندما يكون الطقس باردا في الجزائر؟,What drink is commonly consumed in Algeria when the weather is cold?,"['الشاي', 'القهوة', 'لويزة', 'الزعتر', 'السحلب']","['tea', 'coffee', 'verbena', 'thyme', 'salep', 'sahlab']",Algeria,What drink is commonly consumed in Algeria when the weather is cold? Provide a single answer without any explanations.,"As a person from Algeria, what drink is commonly consumed in Algeria when the weather is cold? Provide a single answer without any explanations.",ما هو المشروب المستهلك بكثرة عندما يكون الطقس باردا في الجزائر؟ Provide a single answer without any explanations.
Kik-in-17,ماهو نوع الفواكه الذي يُباع ويُوجد بكثرة خلال شهر رمضان في الجزائر؟,What fruit is more commonly sold and found during Ramadan in Algeria?,"['التمر', 'تمر', 'فراولة', 'الفراولة', 'البطيخ', 'بطيخ', 'الليمون']","['dates', 'strawberry', 'watermelon', 'lemon']",Algeria,What fruit is more commonly sold and found during Ramadan in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what fruit is more commonly sold and found during Ramadan in Algeria? Provide a single answer without any explanations.",ماهو نوع الفواكه الذي يُباع ويُوجد بكثرة خلال شهر رمضان في الجزائر؟ Provide a single answer without any explanations.
Kik-in-24,ماهي الكربوهيدرات  التي تقدم عادة مع الدجاج في مطاعم الوجبات السريعة في الجزائر؟,What carbohydrate is usually served with chicken in a fast-food restaurant in Algeria?,"['البطاطا', 'بطاطا', 'البطاطا المقلية', 'الأرز']","['potatoes', 'potato', 'french fries', 'chips', 'fried potato', 'rice']",Algeria,What carbohydrate is usually served with chicken in a fast-food restaurant in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what carbohydrate is usually served with chicken in a fast-food restaurant in Algeria? Provide a single answer without any explanations.",ماهي الكربوهيدرات  التي تقدم عادة مع الدجاج في مطاعم الوجبات السريعة في الجزائر؟ Provide a single answer without any explanations.
Kik-in-31,ما هي أشهر رياضة فنون قتالية في الجزائر؟,What is the most famous martial art sports in Algeria?,"['الجيدو', 'الجودو', 'المصارعة', 'الملاكمة', 'كراتيه']","['judo', 'wrestling', 'boxing', 'karate', 'karaté']",Algeria,What is the most famous martial art sports in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most famous martial art sports in Algeria? Provide a single answer without any explanations.",ما هي أشهر رياضة فنون قتالية في الجزائر؟ Provide a single answer without any explanations.
Kik-in-34,ما هي الرياضات التي غالبا ما تُبث على التلفزيون الوطني في الجزائر؟,What sports are often broadcasted on national television in Algeria?,"['كرة القدم', 'كرة اليد', 'الركض', 'العدو', 'ألعاب القوى', 'الملاكمة']","['soccer', 'football', 'handball', 'running', 'athletics', 'boxing']",Algeria,What sports are often broadcasted on national television in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what sports are often broadcasted on national television in Algeria? Provide a single answer without any explanations.",ما هي الرياضات التي غالبا ما تُبث على التلفزيون الوطني في الجزائر؟ Provide a single answer without any explanations.
Kik-in-35,ما هي الرياضات التي شاعت بين الناس خلال جائحة كوفيد19 في الجزائر؟,What sports were popular among people from Algeria during the COVID-19 pandemic?,"['كرة القدم', 'المشي في المساحات المفتوحة', 'الركض في المساحات المفتوحة']","['soccer', 'football', 'walking in open spaces', 'walk', 'run', 'running in open spaces']",Algeria,What sports were popular among people from Algeria during the COVID-19 pandemic? Provide a single answer without any explanations.,"As a person from Algeria, what sports were popular among people from Algeria during the COVID-19 pandemic? Provide a single answer without any explanations.",ما هي الرياضات التي شاعت بين الناس خلال جائحة كوفيد19 في الجزائر؟ Provide a single answer without any explanations.
Kik-in-36,من هو أشهر مدرب كرة قدم في الجزائر؟,Who is the most popular soccer coach in Algeria?,"['رابح سعدان', 'جمال بلماضي', 'بن شيخ', 'حليلوزيتش']","['rabah saâdane', 'rabah saadane', 'djamel belmadi', 'belmadi', 'ben sheikh', 'ben cheikh', 'ali bencheikh', 'ali ""alilou"" bencheikh', 'vahid halilhodžić', 'halilhodžić', 'vahid halilhodzic']",Algeria,Who is the most popular soccer coach in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most popular soccer coach in Algeria? Provide a single answer without any explanations.",من هو أشهر مدرب كرة قدم في الجزائر؟ Provide a single answer without any explanations.
Kik-in-37,ما هي الفرق الكروية في الجزائر المعروفة بتنافسها الشديد؟ (مثلاً ___ ضد ___),What soccer teams in Algeria are famous for their intense rivalry? (e.g. ___ vs ___),"['مولودية العاصمة ضد اتحاد العاصمة', 'مولودية الجزائر ضد إتحاد العاصمة', 'المولودية ضد إتحاد العاصمة', 'مولودية الجزائر ضد اتحاد الجزائر', 'مولودية الجزائرضد اتحاد العاصمة', 'مولودية العاصمة ضد اتحاد العاصمة', 'مولودية العاصمة ضد شباب بلوزداد', 'إتحاد العاصمة ضد شبيبة القبائل', 'اتحاد العاصمة ضد شبيبة القبائل']","['mc algiers vs usm algiers', 'usm algiers vs mc algiers', 'mc alger vs usm alger', 'mouloudia vs. usm alger', 'usm alger vs mc alger', 'mc alger vs. usm alger', 'mc algiers vs usm algiers', 'usm algiers vs mc algiers', 'cr belouizdad vs mc algiers', 'mc algiers vs cr belouizdad', 'usm alger vs js kabylie', 'js kabylie vs usm alger']",Algeria,What soccer teams in Algeria are famous for their intense rivalry? (e.g. ___ vs ___) Provide a single answer without any explanations.,"As a person from Algeria, what soccer teams in Algeria are famous for their intense rivalry? (e.g. ___ vs ___) Provide a single answer without any explanations.",ما هي الفرق الكروية في الجزائر المعروفة بتنافسها الشديد؟ (مثلاً ___ ضد ___) Provide a single answer without any explanations.
Kik-in-38,ما هي أسماء مشجعي كرة القدم في الجزائر الذين يشتهرون بتنافسهم الشديد؟ (مثلاً ___ ضد ___),What are the names of soccer supporters in Algeria who are famous for their intense rivalry? (e.g. ___ vs ___),"['شناوة ضد المسمعية', 'مولودية الجزائرضد اتحاد العاصمة', 'مولودية الجزائر ضد إتحاد العاصمة']","['chnaoua against the listeners', ""the chanawa against the m'samadia""]",Algeria,What are the names of soccer supporters in Algeria who are famous for their intense rivalry? (e.g. ___ vs ___) Provide a single answer without any explanations.,"As a person from Algeria, what are the names of soccer supporters in Algeria who are famous for their intense rivalry? (e.g. ___ vs ___) Provide a single answer without any explanations.",ما هي أسماء مشجعي كرة القدم في الجزائر الذين يشتهرون بتنافسهم الشديد؟ (مثلاً ___ ضد ___) Provide a single answer without any explanations.
Kik-in-40,من هو أشهر لاعب بادمنتون رجالي في الجزائر؟,Who is the most famous male badminton player in Algeria?,[],[],Algeria,Who is the most famous male badminton player in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous male badminton player in Algeria? Provide a single answer without any explanations.",من هو أشهر لاعب بادمنتون رجالي في الجزائر؟ Provide a single answer without any explanations.
Kik-in-41,من هي أشهر لاعبة بادمنتون في الجزائر؟,Who is the most famous female badminton player in Algeria?,[],[],Algeria,Who is the most famous female badminton player in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous female badminton player in Algeria? Provide a single answer without any explanations.",من هي أشهر لاعبة بادمنتون في الجزائر؟ Provide a single answer without any explanations.
Kik-in-44,ماهي الرياضة التي تحظى بأكبر دعم من الحكومة في الجزائر؟,What sport gets the most support from the government in Algeria?,['كرة القدم'],"['soccer', 'football']",Algeria,What sport gets the most support from the government in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what sport gets the most support from the government in Algeria? Provide a single answer without any explanations.",ماهي الرياضة التي تحظى بأكبر دعم من الحكومة في الجزائر؟ Provide a single answer without any explanations.
Kik-in-45,ما هي المرافق الرياضية المتوفرة في المدارس الجزائرية عادة؟,What sports field facilities are usually available at schools in Algeria?,"['ملعب', 'ملاعب', 'ملعب كرة القدم', 'الملعب', 'سلة كرة السلة']","['stadiums', 'football stadium', 'soccer statdium', 'stadium', 'basketball hoop', 'basketball court']",Algeria,What sports field facilities are usually available at schools in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what sports field facilities are usually available at schools in Algeria? Provide a single answer without any explanations.",ما هي المرافق الرياضية المتوفرة في المدارس الجزائرية عادة؟ Provide a single answer without any explanations.
Na-ko-02,ماهو المشروب الذي يستمتع به الجزائريون عادة في المقاهي؟,What cafe beverage do people from Algeria most commonly enjoy?,"['القهوة', 'قهوة', 'الصودا', 'الشاي']","['coffee', 'soda', 'tea']",Algeria,What cafe beverage do people from Algeria most commonly enjoy? Provide a single answer without any explanations.,"As a person from Algeria, what cafe beverage do people from Algeria most commonly enjoy? Provide a single answer without any explanations.",ماهو المشروب الذي يستمتع به الجزائريون عادة في المقاهي؟ Provide a single answer without any explanations.
Na-ko-04,ما هو الطعام المفضل لعلاج صداع الخمر لدى الشعب الجزائري؟,What is the preferred hangover cure food for people from Algeria?,[],[],Algeria,What is the preferred hangover cure food for people from Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the preferred hangover cure food for people from Algeria? Provide a single answer without any explanations.",ما هو الطعام المفضل لعلاج صداع الخمر لدى الشعب الجزائري؟ Provide a single answer without any explanations.
Na-ko-05,ما هو الطعام الذي يطلبه الكثيرون في الجزائر؟(delivery),What is the typical delivery food in Algeria?,"['بيتزا', 'البيتزا', 'بيزا', 'دجاج', 'الدجاج']","['pizza', 'chicken']",Algeria,What is the typical delivery food in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the typical delivery food in Algeria? Provide a single answer without any explanations.",ما هو الطعام الذي يطلبه الكثيرون في الجزائر؟(delivery) Provide a single answer without any explanations.
Na-ko-07,ماهو نوع اللحوم الأكثر استهلاكا  في الجزائر؟,What type of meat is consumed most by people from Algeria?,"['دجاج', 'الدجاج', 'الغنم', 'غنم', 'بقر', 'البقر']","['chicken', 'sheep', 'cows', 'beef']",Algeria,What type of meat is consumed most by people from Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what type of meat is consumed most by people from Algeria? Provide a single answer without any explanations.",ماهو نوع اللحوم الأكثر استهلاكا  في الجزائر؟ Provide a single answer without any explanations.
Na-ko-08,ماهي الفواكه التي يتناولها الجزائريون غالبًا في موسم الخريف؟,What fruit do people from Algeria often eat in the autumn season?,"['الموز', 'التفاح', 'التمر', 'البرتقال', 'التين']","['banana', 'apple', 'dates', 'orange', 'fig']",Algeria,What fruit do people from Algeria often eat in the autumn season? Provide a single answer without any explanations.,"As a person from Algeria, what fruit do people from Algeria often eat in the autumn season? Provide a single answer without any explanations.",ماهي الفواكه التي يتناولها الجزائريون غالبًا في موسم الخريف؟ Provide a single answer without any explanations.
Na-ko-09,ما هو الطبق الجانبي الأكثر شيوعاً في الجزائر؟,What side dish is the most commonly served on a dining table in Algeria?,"['السلطة', 'الجواز', 'سلطة فلفل', 'الحميس', 'حميس']","['salad', 'stew', 'pepper salad', 'hmiss']",Algeria,What side dish is the most commonly served on a dining table in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what side dish is the most commonly served on a dining table in Algeria? Provide a single answer without any explanations.",ما هو الطبق الجانبي الأكثر شيوعاً في الجزائر؟ Provide a single answer without any explanations.
Na-ko-11,ماذا يأكل الناس أثناء مشاهدة مباراة كرة قدم في الجزائر؟,What do people from Algeria eat while watching a soccer game?,"['المكسرات', 'مكسرات', 'الفستق', 'فستق']","['nuts', 'pistachio']",Algeria,What do people from Algeria eat while watching a soccer game? Provide a single answer without any explanations.,"As a person from Algeria, what do people from Algeria eat while watching a soccer game? Provide a single answer without any explanations.",ماذا يأكل الناس أثناء مشاهدة مباراة كرة قدم في الجزائر؟ Provide a single answer without any explanations.
Na-ko-15,ما هو الطعام المغذي الممثل lالجزائر؟,What is the representative nourishing food in Algeria?,"['الحساء', 'الفاصوليا', 'التمر', 'الكسكسي', 'الكسكس']","['soup', 'bean', 'dates', 'couscous']",Algeria,What is the representative nourishing food in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the representative nourishing food in Algeria? Provide a single answer without any explanations.",ما هو الطعام المغذي الممثل lالجزائر؟ Provide a single answer without any explanations.
Na-ko-16,من هو أشهر لاعب كرة قدم في الجزائر؟,Who is the most famous soccer player in Algeria?,"['رابح ماجر', 'رياض محرز', 'اسلام سليماني']","['rabah madjer', 'mahrez', 'riyad mahrez', 'islam slimani']",Algeria,Who is the most famous soccer player in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous soccer player in Algeria? Provide a single answer without any explanations.",من هو أشهر لاعب كرة قدم في الجزائر؟ Provide a single answer without any explanations.
Na-ko-17,ما هي الرياضة التي يستمتع بها الطلاب الذكور أثناء وقت الغداء في المدرسة في الجزائر؟,What sports do male students enjoy during lunch time at school in Algeria?,[],[],Algeria,What sports do male students enjoy during lunch time at school in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what sports do male students enjoy during lunch time at school in Algeria? Provide a single answer without any explanations.",ما هي الرياضة التي يستمتع بها الطلاب الذكور أثناء وقت الغداء في المدرسة في الجزائر؟ Provide a single answer without any explanations.
Na-ko-18,ما هي الرياضة التي تشارك فيها الفتيات خلال حصص التربية البدنية في الجزائر؟,What is the most common sport girls participate in during physical education classes in Algeria?,"['كرة الطائرة', 'كرة السلة', 'القفز', 'الركض', 'العدو', 'رمي الجلة', 'ألعاب القوى']","['volleyball', 'basketball', 'jumping', 'running', 'shot put', 'athletics']",Algeria,What is the most common sport girls participate in during physical education classes in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most common sport girls participate in during physical education classes in Algeria? Provide a single answer without any explanations.",ما هي الرياضة التي تشارك فيها الفتيات خلال حصص التربية البدنية في الجزائر؟ Provide a single answer without any explanations.
Na-ko-19,من هو أشهر لاعب كرة طائرة في الجزائر؟,Who is the most popular volleyball player in Algeria?,[],[],Algeria,Who is the most popular volleyball player in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most popular volleyball player in Algeria? Provide a single answer without any explanations.",من هو أشهر لاعب كرة طائرة في الجزائر؟ Provide a single answer without any explanations.
Na-ko-20,ماهو الحدث الرياضي الذي يتابعه الجزائريون بشغف في المنافسات الدولية؟,What sports event do people from Algeria passionately support the most in international competitions?,"['كأس العالم', 'كاس العالم', 'كأس العالم لكرة القدم', 'كأس إفريقيا لكرة القدم', 'كاس امم افريقيا', 'رابطة الابطال']","['world cup', 'fifa world cup', 'african cup of nations', 'africa cup of nations', 'caf', 'champions league']",Algeria,What sports event do people from Algeria passionately support the most in international competitions? Provide a single answer without any explanations.,"As a person from Algeria, what sports event do people from Algeria passionately support the most in international competitions? Provide a single answer without any explanations.",ماهو الحدث الرياضي الذي يتابعه الجزائريون بشغف في المنافسات الدولية؟ Provide a single answer without any explanations.
Na-ko-22,ماهو البلد الذي يُعتبر المنافس الأكبر للجزائرفي مباريات كرة القدم ؟,Which country is considered the biggest rival in soccer matches for Algeria?,['مصر'],['egypt'],Algeria,Which country is considered the biggest rival in soccer matches for Algeria? Provide a single answer without any explanations.,"As a person from Algeria, which country is considered the biggest rival in soccer matches for Algeria? Provide a single answer without any explanations.",ماهو البلد الذي يُعتبر المنافس الأكبر للجزائرفي مباريات كرة القدم ؟ Provide a single answer without any explanations.
Na-ko-23,ماهي الأكاديميات الرياضية التي يتردد إليها أكثر الأطفال في الجزائر؟,What type of sports academies do children attend the most in Algeria?,['النوادي المحلية'],['local clubs'],Algeria,What type of sports academies do children attend the most in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what type of sports academies do children attend the most in Algeria? Provide a single answer without any explanations.",ماهي الأكاديميات الرياضية التي يتردد إليها أكثر الأطفال في الجزائر؟ Provide a single answer without any explanations.
Na-ko-24,ما هو الطعام الذي يتناوله الناس في الملاعب الرياضية أثناء مشاهدة المباريات في الجزائر؟,What is the most commonly eaten food in sports stadiums while watching games in Algeria?,"['المكسرات', 'البيض المقلي بالبطاطس', 'سندويتش']","['nuts', 'fried eggs with fries', 'fried eggs with potato', 'sandwich']",Algeria,What is the most commonly eaten food in sports stadiums while watching games in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most commonly eaten food in sports stadiums while watching games in Algeria? Provide a single answer without any explanations.",ما هو الطعام الذي يتناوله الناس في الملاعب الرياضية أثناء مشاهدة المباريات في الجزائر؟ Provide a single answer without any explanations.
Na-ko-25,ما هي الرياضات التي تُلعب أثناء حصص الرياضة المدرسية في الجزائر؟,What are the typical sports played in Algeria's school sports day?,"['رمي الجلة', 'القفز الطويل', 'القفز', 'كرة السلة', 'كرة اليد', 'الركض', 'العدو', 'ألعاب القوى']","['shot put', 'long jump', 'jumping', 'basketball', 'handball', 'running', 'athletics']",Algeria,What are the typical sports played in Algeria's school sports day? Provide a single answer without any explanations.,"As a person from Algeria, what are the typical sports played in Algeria's school sports day? Provide a single answer without any explanations.",ما هي الرياضات التي تُلعب أثناء حصص الرياضة المدرسية في الجزائر؟ Provide a single answer without any explanations.
Na-ko-26,ما هي الرياضات الشعبية لمن هم في منتصف العمر في الجزائر؟,What are the popular sports among the middle-aged population in Algeria?,"['كرة القدم', 'الركض', 'العدو', 'الدراجة الهوائية']","['soccer', 'football', 'running', 'bicycle']",Algeria,What are the popular sports among the middle-aged population in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what are the popular sports among the middle-aged population in Algeria? Provide a single answer without any explanations.",ما هي الرياضات الشعبية لمن هم في منتصف العمر في الجزائر؟ Provide a single answer without any explanations.
Na-ko-28,من هو أشهر لاعب رياضات شتوية في الجزائر؟,Who is the most popular winter sports player in Algeria?,[],[],Algeria,Who is the most popular winter sports player in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most popular winter sports player in Algeria? Provide a single answer without any explanations.",من هو أشهر لاعب رياضات شتوية في الجزائر؟ Provide a single answer without any explanations.
Na-ko-29,من هو أشهر سباح في الجزائر؟,Who is the most famous swimmer in Algeria?,['سليم إيلاس'],['salim iles'],Algeria,Who is the most famous swimmer in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, who is the most famous swimmer in Algeria? Provide a single answer without any explanations.",من هو أشهر سباح في الجزائر؟ Provide a single answer without any explanations.
Na-ko-30,ما هي أشهر لعبة رياضة  إلكترونية في الجزائر؟,What is the most popular e-sports game in Algeria?,"['pubg', 'cs', 'فيفا']","[""playerunknown's battlegrounds"", 'counter-strike', 'counter strike', 'fifa']",Algeria,What is the most popular e-sports game in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most popular e-sports game in Algeria? Provide a single answer without any explanations.",ما هي أشهر لعبة رياضة  إلكترونية في الجزائر؟ Provide a single answer without any explanations.
Na-ko-33,ما هي الأطعمة التي يتناولها الجزائريون في السنة القمرية الجديدة؟,What symbolic food do people from Algeria eat on (Lunar) New Year?,"['الشخشوخة', 'شخشوخة', 'الرشتة', 'رشتة', 'الكسكسي', 'الكسكس, كسكس']","['chakhchoukha', 'rechta', 'couscous']",Algeria,What symbolic food do people from Algeria eat on (Lunar) New Year? Provide a single answer without any explanations.,"As a person from Algeria, what symbolic food do people from Algeria eat on (Lunar) New Year? Provide a single answer without any explanations.",ما هي الأطعمة التي يتناولها الجزائريون في السنة القمرية الجديدة؟ Provide a single answer without any explanations.
Na-ko-37,ما هو أشهر مكان لقضاء العطلة داخل الوطن بالنسبة للجزائريين؟,What is the most popular domestic vacation spot for people from Algeria?,"['بجاية', 'جيجل', 'شاطئ البحر', 'الساحل', 'الصحراء', 'وهران', 'عنابة', 'تيبازة']","['bejaia', 'béjaïa', 'bugia', 'bougie', 'jijel', 'beach', 'coast', 'desert', 'oran', 'bône', 'bon', 'bona', 'annaba', 'tipaza', 'tipasa']",Algeria,What is the most popular domestic vacation spot for people from Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most popular domestic vacation spot for people from Algeria? Provide a single answer without any explanations.",ما هو أشهر مكان لقضاء العطلة داخل الوطن بالنسبة للجزائريين؟ Provide a single answer without any explanations.
Na-ko-38,ما هي أكثر هدية زواج شيوعا بين العروس والعريس في الجزائر؟,What is the most common wedding gift between bride and groom in Algeria?,"['ذهب', 'طاقم ذهب']","['gold', 'gold set']",Algeria,What is the most common wedding gift between bride and groom in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most common wedding gift between bride and groom in Algeria? Provide a single answer without any explanations.",ما هي أكثر هدية زواج شيوعا بين العروس والعريس في الجزائر؟ Provide a single answer without any explanations.
Na-ko-39,ما الذي يُهدى عادة لتهنئة صديق عند حضور زفافه في الجزائر؟,What is typically given as a congratulatory gesture when attending a friend's wedding in Algeria?,"['نقود', 'المال', 'مبلغ مالي', 'اواني', 'أواني', 'اكواب زجاج', 'أكواب زجاج', 'هدية']","['money', 'amount of money', 'utensils', 'glass cup', 'gift']",Algeria,What is typically given as a congratulatory gesture when attending a friend's wedding in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is typically given as a congratulatory gesture when attending a friend's wedding in Algeria? Provide a single answer without any explanations.",ما الذي يُهدى عادة لتهنئة صديق عند حضور زفافه في الجزائر؟ Provide a single answer without any explanations.
Na-ko-40,ماهو عدد أيام مراسم الجنازة في الجزائر؟ (استعمل الأرقام العربية مثل 12).,"How long (in days) does a funeral typically last in Algeria? (Provide Arabic numerals (e.g., 12) only.)","['3', '1']","['3', '1']",Algeria,"How long (in days) does a funeral typically last in Algeria? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Algeria, how long (in days) does a funeral typically last in Algeria? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.",ماهو عدد أيام مراسم الجنازة في الجزائر؟ (استعمل الأرقام العربية مثل 12). Provide a single answer without any explanations.
Na-ko-41,ماهي الهدية التي يجب تقديمها عند حضور جنازة في الجزائر؟,What should you prepare as a condolence offering when attending a funeral in Algeria?,"['المساعدة', 'أكل طازج', 'اكل طازج']","['help', 'fresh food']",Algeria,What should you prepare as a condolence offering when attending a funeral in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what should you prepare as a condolence offering when attending a funeral in Algeria? Provide a single answer without any explanations.",ماهي الهدية التي يجب تقديمها عند حضور جنازة في الجزائر؟ Provide a single answer without any explanations.
Na-ko-42,ماهو الطعام الذي يقدم عادة في مراسم الجنازات في الجزائر؟,What type of food is commonly provided at funeral parlors in Algeria?,"['الكسكسي', 'كسكس', 'الكسكس']",['couscous'],Algeria,What type of food is commonly provided at funeral parlors in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what type of food is commonly provided at funeral parlors in Algeria? Provide a single answer without any explanations.",ماهو الطعام الذي يقدم عادة في مراسم الجنازات في الجزائر؟ Provide a single answer without any explanations.
Na-ko-43,ما الذي يفعله الناس في صباح السنة القمرية الجديدة في الجزائر؟,What do people do in Algeria in the morning of the (Lunar) New Year?,['ينامون'],['they sleep'],Algeria,What do people do in Algeria in the morning of the (Lunar) New Year? Provide a single answer without any explanations.,"As a person from Algeria, what do people do in Algeria in the morning of the (Lunar) New Year? Provide a single answer without any explanations.",ما الذي يفعله الناس في صباح السنة القمرية الجديدة في الجزائر؟ Provide a single answer without any explanations.
Na-ko-44,ما هو اليوم الذي تشهد فيه الجزائر أشد ازدحام مروري على الصعيد الوطني؟,When is the day with Algeria's most severe nationwide traffic congestion?,"['عيد الفطر', 'الدخول الجتماعي', 'الإثنين']","['eid ul-fitr', 'eid al-fitr', 'social re-entry', 'monday']",Algeria,When is the day with Algeria's most severe nationwide traffic congestion? Provide a single answer without any explanations.,"As a person from Algeria, when is the day with Algeria's most severe nationwide traffic congestion? Provide a single answer without any explanations.",ما هو اليوم الذي تشهد فيه الجزائر أشد ازدحام مروري على الصعيد الوطني؟ Provide a single answer without any explanations.
Na-ko-45,ما هي أشهر وجهة شهر عسل في الجزائر؟,What is the most popular honeymoon destination in Algeria?,"['تونس', 'تركيا']","['tunisia', 'turkey', 'türkiye']",Algeria,What is the most popular honeymoon destination in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most popular honeymoon destination in Algeria? Provide a single answer without any explanations.",ما هي أشهر وجهة شهر عسل في الجزائر؟ Provide a single answer without any explanations.
Ne-ar-05,ما هو أهم عيد وطني في الجزائر؟,What is the most important national holiday in Algeria?,"['عيد الاستقلال', 'عيد الإستقلال', 'يوم الإستقلال', 'عيد الفطر', 'عيد الاضحى']","['independence day', 'eid ul-fitr', 'eid al-fitr', 'eid al-adha']",Algeria,What is the most important national holiday in Algeria? Provide a single answer without any explanations.,"As a person from Algeria, what is the most important national holiday in Algeria? Provide a single answer without any explanations.",ما هو أهم عيد وطني في الجزائر؟ Provide a single answer without any explanations.
Ne-ar-06,ما الذي يأكله الجزائريون خلال شهر رمضان؟,What do people from Algeria eat in Ramadan?,"['البوراك', 'بوراك', 'شوربة', 'حساء', 'الشوربة', 'الشربة', 'قلب اللوز', 'مثوم', 'الجاري', 'الحريرة']","['bourak', 'bourek', 'soup', 'shourba frik', 'chorba soup', 'shourba soup', 'qalbellouze', 'qalb ellouz', 'kalb el louz', 'kalbellouze', 'kel ellouz', 'mthouwem', 'mtewem', 'jari soup', 'jari bel frik', 'harira', 'harira soup']",Algeria,What do people from Algeria eat in Ramadan? Provide a single answer without any explanations.,"As a person from Algeria, what do people from Algeria eat in Ramadan? Provide a single answer without any explanations.",ما الذي يأكله الجزائريون خلال شهر رمضان؟ Provide a single answer without any explanations.
Ne-ar-09,ما الذي يأكله الجزائريون في عيد الفطر؟,What do people from Algeria eat in Eid ul Fitr?,"['الحلوى', 'حلوى العيد', 'حلويات', 'الحلويات', 'حلويات متنوعة']","['sweets', 'eid sweets', 'assorted sweets']",Algeria,What do people from Algeria eat in Eid ul Fitr? Provide a single answer without any explanations.,"As a person from Algeria, what do people from Algeria eat in Eid ul Fitr? Provide a single answer without any explanations.",ما الذي يأكله الجزائريون في عيد الفطر؟ Provide a single answer without any explanations.
Ne-ar-10,ماذا يأكل الناس الجزائريون في عيد الأضحى؟,What do people from Algeria eat in Eid ul Adha?,"['اللحم', 'لحم مشوي', 'لحم الأضحية']","['sacrificial meat', 'grilled meat', 'meat']",Algeria,What do people from Algeria eat in Eid ul Adha? Provide a single answer without any explanations.,"As a person from Algeria, what do people from Algeria eat in Eid ul Adha? Provide a single answer without any explanations.",ماذا يأكل الناس الجزائريون في عيد الأضحى؟ Provide a single answer without any explanations.
