question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
Ji-ko-25,Apa saja hari libur yang berkaitan dengan keluarga di Indonesia?,What are the family-related holidays in Indonesia?,"['lebaran idul fitri', 'libur lebaran', 'libur idul fitri', 'idul fitri', 'idulfitri', 'libur idulfitri', 'natal', 'libur natal', 'libur imlek', 'imlek', 'hari ibu']","['eid holiday', 'eid', 'eid al-fitr holiday', 'eid al-fitr', 'christmas', 'christmas holiday', 'chinese new year holiday', 'chinese new year', ""mother's day""]",Indonesia,What are the family-related holidays in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what are the family-related holidays in Indonesia? Provide a single answer without any explanations.",Apa saja hari libur yang berkaitan dengan keluarga di Indonesia? Provide a single answer without any explanations.
Ji-ko-26,Apa saja tonggak utama yang terkait dengan kemandirian anak-anak dari orang tua mereka dalam masyarakat Indonesia?,What are the key milestones associated with children's independence from their parents in Indonesia's society?,"['masuk kuliah', 'bekerja', 'pernikahan', 'kepercayaan orang tua', 'lingkungan', 'makan sendiri', 'tempat tinggal']","['entering college', 'enter college', 'work', 'marriage', ""parents' trust"", 'environment', 'eat alone', 'place of residence']",Indonesia,What are the key milestones associated with children's independence from their parents in Indonesia's society? Provide a single answer without any explanations.,"As a person from Indonesia, what are the key milestones associated with children's independence from their parents in Indonesia's society? Provide a single answer without any explanations.",Apa saja tonggak utama yang terkait dengan kemandirian anak-anak dari orang tua mereka dalam masyarakat Indonesia? Provide a single answer without any explanations.
Ji-ko-27,Apa hadiah yang biasa diberikan ketika mengunjungi orang tua yang lebih tua di Indonesia?,What is the common gift you give when visiting elderly parents in Indonesia?,"['makanan ringan', 'makanan', 'buah-buahan', 'bunga', 'biskuit', 'macam-macam biskuit', 'aneka biskuit', 'kain adat', 'pernak-pernik khas', 'pernak-pernik']","['snack', 'food', 'fruits', 'flower', 'assorted biscuits', 'traditional clothes', 'trinkets', 'knick knacks', 'signature kinick knacks', 'signature trinkets']",Indonesia,What is the common gift you give when visiting elderly parents in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the common gift you give when visiting elderly parents in Indonesia? Provide a single answer without any explanations.",Apa hadiah yang biasa diberikan ketika mengunjungi orang tua yang lebih tua di Indonesia? Provide a single answer without any explanations.
Ji-ko-28,Kapan hari pertama yang dirayakan orang setelah seorang anak lahir di Indonesia?,When is the first day that people celebrate after a child is born in Indonesia?,"['di hari yang sama dengan kelahiran si anak', 'hari yang sama dengan kelahiran si anak', 'di hari yang sama dengan kelahiran anak', 'hari yang sama dengan kelahiran anak', 'setelah 1 bulan', 'setelah 40 hari']","[""on the same day as the child's birth"", ""same day as the child's birth"", 'after 1 month', 'after 40 days']",Indonesia,When is the first day that people celebrate after a child is born in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, when is the first day that people celebrate after a child is born in Indonesia? Provide a single answer without any explanations.",Kapan hari pertama yang dirayakan orang setelah seorang anak lahir di Indonesia? Provide a single answer without any explanations.
Ji-ko-29,Ulang tahun usia berapa yang paling meriah dirayakan dalam masyarakat Indonesia?,Which age's birthday is celebrated the most grandly in Indonesia's society?,"['17', '21']","['17', '21']",Indonesia,Which age's birthday is celebrated the most grandly in Indonesia's society? Provide a single answer without any explanations.,"As a person from Indonesia, which age's birthday is celebrated the most grandly in Indonesia's society? Provide a single answer without any explanations.",Ulang tahun usia berapa yang paling meriah dirayakan dalam masyarakat Indonesia? Provide a single answer without any explanations.
Ji-ko-31,Di mana siswa SMP dan SMA di Indonesia biasanya belajar untuk ujian?,Where do middle and high school students in Indonesia usually study for exams?,"['les', 'bimbingan belajar', 'bimbel', 'tempat les', 'sekolah', 'rumah', 'rumah teman']","['tutoring', 'private tutoring', 'tutoring place', 'school', 'house', ""friend's house""]",Indonesia,Where do middle and high school students in Indonesia usually study for exams? Provide a single answer without any explanations.,"As a person from Indonesia, where do middle and high school students in Indonesia usually study for exams? Provide a single answer without any explanations.",Di mana siswa SMP dan SMA di Indonesia biasanya belajar untuk ujian? Provide a single answer without any explanations.
Ji-ko-33,Kemana biasanya siswa SMA di Indonesia pergi setelah makan malam?,Where do high school students in Indonesia usually go after dinner?,"['rumah', 'di rumah saja', 'kembali ke rumah', 'bimbel', 'cafe', 'tempat bilyar']","['house', 'only stay at home', 'stay at home', 'return home', 'tutoring place', 'cafe', 'billiards place']",Indonesia,Where do high school students in Indonesia usually go after dinner? Provide a single answer without any explanations.,"As a person from Indonesia, where do high school students in Indonesia usually go after dinner? Provide a single answer without any explanations.",Kemana biasanya siswa SMA di Indonesia pergi setelah makan malam? Provide a single answer without any explanations.
Ji-ko-34,Bagaimana cara siswa sekolah dasar di Indonesia pergi ke sekolah?,How do elementary school students in Indonesia go to school?,"['mobil', 'naik mobil', 'mobil sekolah', 'dijemput mobil sekolah', 'bus', 'naik sepeda', 'sepeda', 'jalan kaki']","['car', 'ride a car', 'picked up by school car', 'school car', 'bus', 'ride a bike', 'bike', 'bycicle', 'ride a bycicle', 'walk']",Indonesia,How do elementary school students in Indonesia go to school? Provide a single answer without any explanations.,"As a person from Indonesia, how do elementary school students in Indonesia go to school? Provide a single answer without any explanations.",Bagaimana cara siswa sekolah dasar di Indonesia pergi ke sekolah? Provide a single answer without any explanations.
Ji-ko-35,Apa bentuk pendidikan swasta yang paling umum di Indonesia?,What is the most common form of private education in Indonesia?,"['kursus bahasa inggris', 'sekolah menengah atas', 'sma', 'sekolah', 'bimbel', 'bimbingan belajar', 'les', 'tempat les', 'kursus musik']","['english course', 'high school', 'school', 'tutoring place', 'music course']",Indonesia,What is the most common form of private education in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most common form of private education in Indonesia? Provide a single answer without any explanations.",Apa bentuk pendidikan swasta yang paling umum di Indonesia? Provide a single answer without any explanations.
Ji-ko-36,Akademi/institut pendidikan swasta mata pelajaran apa yang paling sering diikuti oleh siswa SMP atau SMA di Indonesia?,Which subject’s academy/private educational institute do middle or high students most frequently attend in Indonesia?,"['matematika', 'bahasa inggris', 'agama', 'bahasa mandarin', 'pendidikan kewarganegaraan', 'pkn', 'ppkn']","['mathematics', 'english', 'english language', 'religion', 'mandarin language', 'mandarin', 'civics']",Indonesia,Which subject’s academy/private educational institute do middle or high students most frequently attend in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, which subject’s academy/private educational institute do middle or high students most frequently attend in Indonesia? Provide a single answer without any explanations.",Akademi/institut pendidikan swasta mata pelajaran apa yang paling sering diikuti oleh siswa SMP atau SMA di Indonesia? Provide a single answer without any explanations.
Ji-ko-37,Apa jenis pakaian yang dikenakan oleh siswa SMP dan SMA ke sekolah di Indonesia?,What type of clothing do middle and high school students wear to school in Indonesia?,"['seragam', 'seragam sekolah', 'celana pendek', 'kemeja lengan pendek', 'batik', 'celana panjang', 'seragam pramuka', 'pramuka']","['uniform', 'school uniform', 'shorts', 'short-sleeved shirt', 'batik uniform', 'batik', 'trousers', 'scout uniform']",Indonesia,What type of clothing do middle and high school students wear to school in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what type of clothing do middle and high school students wear to school in Indonesia? Provide a single answer without any explanations.",Apa jenis pakaian yang dikenakan oleh siswa SMP dan SMA ke sekolah di Indonesia? Provide a single answer without any explanations.
Ji-ko-38,Jurusan mana yang dianggap paling sulit untuk diterima di Indonesia?,Which major is considered the most difficult to gain admission to in Indonesia?,"['kedokteran', 'hukum', 'teknik']","['medicine', 'law', 'engineering']",Indonesia,Which major is considered the most difficult to gain admission to in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, which major is considered the most difficult to gain admission to in Indonesia? Provide a single answer without any explanations.",Jurusan mana yang dianggap paling sulit untuk diterima di Indonesia? Provide a single answer without any explanations.
Ji-ko-39,Apa alat musik yang paling sering dipelajari oleh siswa sekolah dasar di Indonesia?,What is the most commonly learned musical instrument by elementary school students in Indonesia?,"['pianika', 'piano', 'recorder', 'suling', 'seruling', 'angklung', 'gitar', 'drum']","['pianica', 'piano', 'recorder', 'suling', 'angklung', 'guitar', 'drum']",Indonesia,What is the most commonly learned musical instrument by elementary school students in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most commonly learned musical instrument by elementary school students in Indonesia? Provide a single answer without any explanations.",Apa alat musik yang paling sering dipelajari oleh siswa sekolah dasar di Indonesia? Provide a single answer without any explanations.
Ji-ko-40,Apa yang biasanya dilakukan oleh siswa SMA selama waktu istirahat di sekolah-sekolah di Indonesia?,What do high school students typically do during break time in schools in Indonesia?,"['membeli makanan di kantin', 'jajan makanan', 'beli jajanan', 'makan', 'makan bersama teman', 'ngobrol', 'mengobrol', 'aktivitas fisik', 'main bersama teman', 'bermain bersama teman', 'belajar']","['buying food in the canteen', 'buying food', 'buy food', 'buying snacks', 'buy snacks', 'eat', 'eat with friends', 'chat', 'physical activity', 'playing with friends', 'studying', 'study']",Indonesia,What do high school students typically do during break time in schools in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what do high school students typically do during break time in schools in Indonesia? Provide a single answer without any explanations.",Apa yang biasanya dilakukan oleh siswa SMA selama waktu istirahat di sekolah-sekolah di Indonesia? Provide a single answer without any explanations.
Ji-ko-41,Sepatu seperti apa yang dipakai oleh siswa di sekolah-sekolah di Indonesia?,What kind of shoes do students wear in schools in Indonesia?,"['hitam', 'sepatu formal hitam', 'sepatu hitam', 'sepatu kets']","['black shoes', 'black formal shoes', 'sneakers']",Indonesia,What kind of shoes do students wear in schools in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what kind of shoes do students wear in schools in Indonesia? Provide a single answer without any explanations.",Sepatu seperti apa yang dipakai oleh siswa di sekolah-sekolah di Indonesia? Provide a single answer without any explanations.
Ji-ko-42,Apa saja mata pelajaran yang diwajibkan dalam ujian masuk universitas di Indonesia?,What are the required subjects in Indonesia's university entrance exam?,"['matematika', 'bahasa inggris', 'inggris', 'bahasa indonesia', 'fisika']","['mathematics', 'english language', 'english', 'indonesian language', 'indonesian', 'physics']",Indonesia,What are the required subjects in Indonesia's university entrance exam? Provide a single answer without any explanations.,"As a person from Indonesia, what are the required subjects in Indonesia's university entrance exam? Provide a single answer without any explanations.",Apa saja mata pelajaran yang diwajibkan dalam ujian masuk universitas di Indonesia? Provide a single answer without any explanations.
Ji-ko-44,Wilayah mana (di dalam sebuah kota) di Indonesia yang memiliki semangat akademis tertinggi?,Which region (within a city) in Indonesia has the highest academic fervor?,"['jakarta', 'yogyakarta', 'yogjakarta', 'jogjakarta', 'bandung', 'bogor']","['jakarta', 'yogyakarta', 'bandung', 'bogor']",Indonesia,Which region (within a city) in Indonesia has the highest academic fervor? Provide a single answer without any explanations.,"As a person from Indonesia, which region (within a city) in Indonesia has the highest academic fervor? Provide a single answer without any explanations.",Wilayah mana (di dalam sebuah kota) di Indonesia yang memiliki semangat akademis tertinggi? Provide a single answer without any explanations.
Ji-ko-45,Apa yang paling dinantikan orang-orang pada festival universitas di Indonesia?,What do people look forward to the most at university festivals in Indonesia?,"['bazaar makanan', 'bazar kuliner', 'konser musik', 'konser', 'lomba', 'pesta mahasiswa', 'band terkenal']","['food bazaar', 'culinary bazaar', 'music concert', 'concert', 'race', 'contest', 'student party', 'famous band']",Indonesia,What do people look forward to the most at university festivals in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what do people look forward to the most at university festivals in Indonesia? Provide a single answer without any explanations.",Apa yang paling dinantikan orang-orang pada festival universitas di Indonesia? Provide a single answer without any explanations.
Jo-sp-01,Apa olahraga paling populer kedua di Indonesia?,What is the second most popular sport in Indonesia?,"['badminton', 'bulutangkis', 'bulu tangkis', 'sepak bola']","['badminton', 'soccer', 'football']",Indonesia,What is the second most popular sport in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the second most popular sport in Indonesia? Provide a single answer without any explanations.",Apa olahraga paling populer kedua di Indonesia? Provide a single answer without any explanations.
Jo-sp-02,Apa olahraga paling populer yang dimainkan tanpa bola di Indonesia?,What is the most popular sport played without a ball in Indonesia?,"['badminton', 'bulutangkis', 'bulu tangkis', 'pencak silat', 'renang', 'berenang']","['badminton', 'pencak silat', 'swim', 'swimming']",Indonesia,What is the most popular sport played without a ball in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most popular sport played without a ball in Indonesia? Provide a single answer without any explanations.",Apa olahraga paling populer yang dimainkan tanpa bola di Indonesia? Provide a single answer without any explanations.
Jo-sp-09,Olahraga apa yang paling banyak dikaitkan dengan kelas atas di Indonesia?,What sports are most associated with the upper class in Indonesia?,"['golf', 'tenis', 'tennis']","['golf', 'tennis']",Indonesia,What sports are most associated with the upper class in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what sports are most associated with the upper class in Indonesia? Provide a single answer without any explanations.",Olahraga apa yang paling banyak dikaitkan dengan kelas atas di Indonesia? Provide a single answer without any explanations.
Jo-sp-13,Apa olahraga air paling populer di Indonesia?,What is the most popular water sport in Indonesia?,"['renang', 'berenang', 'polo air']","['swim', 'swimming', 'water polo']",Indonesia,What is the most popular water sport in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most popular water sport in Indonesia? Provide a single answer without any explanations.",Apa olahraga air paling populer di Indonesia? Provide a single answer without any explanations.
Jo-sp-14,Apa olahraga mental yang paling populer di Indonesia?,What is the most popular mental sport in Indonesia?,"['catur', 'teka-teki silang']","['chess', 'crossword puzzle']",Indonesia,What is the most popular mental sport in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most popular mental sport in Indonesia? Provide a single answer without any explanations.",Apa olahraga mental yang paling populer di Indonesia? Provide a single answer without any explanations.
Jo-sp-18,"Berapa hari libur per tahun yang didapatkan oleh pekerja standar di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)","How many holiday days per year does a standard worker gets in Indonesia? (Provide Arabic numerals (e.g., 12) only.)","['12', '25', '14']","['12', '25', '14']",Indonesia,"How many holiday days per year does a standard worker gets in Indonesia? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","As a person from Indonesia, how many holiday days per year does a standard worker gets in Indonesia? (Provide Arabic numerals (e.g., 12) only.) Provide a single answer without any explanations.","Berapa hari libur per tahun yang didapatkan oleh pekerja standar di Indonesia? (Berikan angka Arab (misalnya, 12) saja.) Provide a single answer without any explanations."
Jo-sp-19,Wilayah mana di Indonesia yang secara tradisional dikaitkan dengan pertanian?,What region in Indonesia has been traditionally associated with agriculture?,"['jawa', 'pulau jawa', 'sumatera', 'pulau sumatera', 'sumatra', 'pulau kalimantan', 'kalimantan', 'bali', 'pulau bali', 'jawa tengah', 'jawa timur', 'jawa barat']","['java', 'java island', 'sumatra island', 'sumatra', 'borneo island', 'bali', 'bali island', 'central java', 'east java', 'west java']",Indonesia,What region in Indonesia has been traditionally associated with agriculture? Provide a single answer without any explanations.,"As a person from Indonesia, what region in Indonesia has been traditionally associated with agriculture? Provide a single answer without any explanations.",Wilayah mana di Indonesia yang secara tradisional dikaitkan dengan pertanian? Provide a single answer without any explanations.
Jo-sp-21,"Pada jam berapa, jika ada, orang-orang biasanya meninggalkan pekerjaan untuk makan siang di Indonesia? (Berikan dalam format HH:MM (contoh, 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['12:00', '13:00']","['12:00', '13:00']",Indonesia,"What time, if any, do people usually leave work for lunch in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Indonesia, what time, if any, do people usually leave work for lunch in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","Pada jam berapa, jika ada, orang-orang biasanya meninggalkan pekerjaan untuk makan siang di Indonesia? (Berikan dalam format HH:MM (contoh, 18:00, 09:00).) Provide a single answer without any explanations."
Jo-sp-31,"Pukul berapa biasanya siswa SMA pulang dari sekolah di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)","What time do high school students tend to leave school in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['15:00', '14:00', '13:00', '16:00']","['15:00', '14:00', '13:00', '16:00']",Indonesia,"What time do high school students tend to leave school in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Indonesia, what time do high school students tend to leave school in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","Pukul berapa biasanya siswa SMA pulang dari sekolah di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).) Provide a single answer without any explanations."
Jo-sp-32,Olahraga apa yang biasanya dilakukan oleh siswa sekolah dasar di sekolah-sekolah di Indonesia?,What sport do elementary school students tend to practice at school in Indonesia?,"['sepakbola', 'sepak bola', 'bola basket', 'basket', 'bola kasti', 'kasti', 'atletik', 'badminton', 'bulutangkis', 'bulu tangkis', 'voli', 'bola voli']","['soccer', 'football', 'basketball', 'kastie ball', 'kastie', 'athletics', 'badminton', 'volleyball']",Indonesia,What sport do elementary school students tend to practice at school in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what sport do elementary school students tend to practice at school in Indonesia? Provide a single answer without any explanations.",Olahraga apa yang biasanya dilakukan oleh siswa sekolah dasar di sekolah-sekolah di Indonesia? Provide a single answer without any explanations.
Jo-sp-36,"Berapa lama (dalam minggu) liburan musim panas di sekolah dasar di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.)","How long (in weeks) are summer vacations at elementary schools in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)","['4', '6', '2']","['4', '6', '2']",Indonesia,"How long (in weeks) are summer vacations at elementary schools in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from Indonesia, how long (in weeks) are summer vacations at elementary schools in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","Berapa lama (dalam minggu) liburan musim panas di sekolah dasar di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.) Provide a single answer without any explanations."
Jo-sp-37,"Berapa lama (dalam minggu) liburan musim panas di universitas-universitas di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.)","How long (in weeks) are summer vacations at universities in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)","['4', '10', '6', '0', '3', '8']","['4', '10', '6', '0', '3', '8']",Indonesia,"How long (in weeks) are summer vacations at universities in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from Indonesia, how long (in weeks) are summer vacations at universities in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","Berapa lama (dalam minggu) liburan musim panas di universitas-universitas di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.) Provide a single answer without any explanations."
Jo-sp-39,"Pada usia berapa pendidikan dasar dimulai di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.)","At what age does elementary education begin in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)","['7', '6']","['7', '6']",Indonesia,"At what age does elementary education begin in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from Indonesia, at what age does elementary education begin in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","Pada usia berapa pendidikan dasar dimulai di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.) Provide a single answer without any explanations."
Jo-sp-43,"Berapa banyak bahasa yang dipelajari di pendidikan dasar selain bahasa resmi Indonesia? (Berikan dalam angka Arab (contoh, 7, 8) saja.)","How many languages are studied in elementary education besides Indonesia's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)","['1', '2']","['1', '2']",Indonesia,"How many languages are studied in elementary education besides Indonesia's official language? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","As a person from Indonesia, how many languages are studied in elementary education besides Indonesia's official language? (Provide in Arabic numerals (e.g., 7, 8) only.) Provide a single answer without any explanations.","Berapa banyak bahasa yang dipelajari di pendidikan dasar selain bahasa resmi Indonesia? (Berikan dalam angka Arab (contoh, 7, 8) saja.) Provide a single answer without any explanations."
Jod-ch-01,Alat makan apa yang biasa digunakan orang-orang di Indonesia?,What eating utensils do people commonly used in Indonesia?,"['sendok', 'garpu', 'sumpit', 'piring', 'tangan']","['spoon', 'fork', 'chopsticks', 'plate', 'hand']",Indonesia,What eating utensils do people commonly used in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what eating utensils do people commonly used in Indonesia? Provide a single answer without any explanations.",Alat makan apa yang biasa digunakan orang-orang di Indonesia? Provide a single answer without any explanations.
Jod-ch-04,Minuman ringan apa yang disukai oleh orang-orang di Indonesia?,What soft drink do people in Indonesia like to have?,"['teh botol', 'teh', 'fruit tea', 'coca cola', 'jus jeruk', 'jus alpukat', 'es kopyor', 'es kopi']","['teh botol', 'fruit tea', 'coca cola', 'orange juice', 'avocado juice', 'kopyor ice', 'iced coffee']",Indonesia,What soft drink do people in Indonesia like to have? Provide a single answer without any explanations.,"As a person from Indonesia, what soft drink do people in Indonesia like to have? Provide a single answer without any explanations.",Minuman ringan apa yang disukai oleh orang-orang di Indonesia? Provide a single answer without any explanations.
Jod-ch-06,Apa minuman alkohol tradisional yang paling populer di Indonesia?,What is the most popular traditional alcohol in Indonesia?,"['sopi', 'ballo', 'bir', 'bir bintang', 'tuak', 'cap tikus', 'arak bali', 'anggur merah']","['sopi', 'ballo', 'bintang beer', 'tuak', 'cap tikus', 'arak bali', 'red wine']",Indonesia,What is the most popular traditional alcohol in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most popular traditional alcohol in Indonesia? Provide a single answer without any explanations.",Apa minuman alkohol tradisional yang paling populer di Indonesia? Provide a single answer without any explanations.
Jod-ch-07,"Berapa lama (dalam jam) rata-rata waktu yang dibutuhkan orang-orang di Indonesia untuk makan malam di restoran? (Berikan angka Arab hingga satu desimal (contoh, 2, 3.5) saja.)","How long (in hours) on average does it take for people in Indonesia to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","['2', '1', '1.5']","['2', '1', '1.5']",Indonesia,"How long (in hours) on average does it take for people in Indonesia to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Provide a single answer without any explanations.","As a person from Indonesia, how long (in hours) on average does it take for people in Indonesia to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.) Provide a single answer without any explanations.","Berapa lama (dalam jam) rata-rata waktu yang dibutuhkan orang-orang di Indonesia untuk makan malam di restoran? (Berikan angka Arab hingga satu desimal (contoh, 2, 3.5) saja.) Provide a single answer without any explanations."
Jod-ch-09,"Pukul berapa orang biasanya makan malam di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)","What time do people usually have dinner in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)","['18:00', '19:00', '20:00']","['18:00', '19:00', '20:00']",Indonesia,"What time do people usually have dinner in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","As a person from Indonesia, what time do people usually have dinner in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).) Provide a single answer without any explanations.","Pukul berapa orang biasanya makan malam di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).) Provide a single answer without any explanations."
Jod-ch-12,Jenis sup apa yang disukai oleh orang-orang Indonesia?,What kind of soup do people from Indonesia like to have?,"['sup ayam', 'sop ayam', 'sop iga', 'sup iga', 'sup buntut', 'sop buntut', 'sop kaki', 'sup kaki', 'soto', 'bakso']","['chicken soup', 'beef rib soup', 'oxtail soup', 'beef leg soup', 'soto', 'meatball']",Indonesia,What kind of soup do people from Indonesia like to have? Provide a single answer without any explanations.,"As a person from Indonesia, what kind of soup do people from Indonesia like to have? Provide a single answer without any explanations.",Jenis sup apa yang disukai oleh orang-orang Indonesia? Provide a single answer without any explanations.
Jod-ch-13,Makanan jalanan apa yang disukai oleh orang-orang dari Indonesia?,What street food do people from Indonesia like to eat?,"['cilok', 'bakso', 'seblak', 'gorengan', 'sate', 'martabak', 'nasi padang', 'sate telor']","['cilok', 'meatball', 'seblak', 'fritters', 'satay', 'martabak', 'indonesian pancake', 'padang rice', 'egg satay']",Indonesia,What street food do people from Indonesia like to eat? Provide a single answer without any explanations.,"As a person from Indonesia, what street food do people from Indonesia like to eat? Provide a single answer without any explanations.",Makanan jalanan apa yang disukai oleh orang-orang dari Indonesia? Provide a single answer without any explanations.
Jod-ch-15,Jenis makanan laut apa yang disukai oleh orang-orang Indonesia?,What kind of seafood do people from Indonesia like to eat?,"['ikan bakar', 'ikan', 'ikan goreng', 'cumi-cumi bakar', 'cumi-cumi', 'cumi bakar', 'udang', 'udang bakar', 'kepiting']","['grilled fish', 'fish', 'fried fish', 'squid', 'grilled squid', 'shrimp', 'grilled shrimp', 'crab']",Indonesia,What kind of seafood do people from Indonesia like to eat? Provide a single answer without any explanations.,"As a person from Indonesia, what kind of seafood do people from Indonesia like to eat? Provide a single answer without any explanations.",Jenis makanan laut apa yang disukai oleh orang-orang Indonesia? Provide a single answer without any explanations.
Jod-ch-16,Apa festival terbesar di Indonesia?,What is the biggest festival in Indonesia?,"['festival 17-an', '17an', 'hari kemerdekaan republik indonesia', 'festival 17an', '17-an', 'idul fitri', 'hari raya idul fitri', 'hari raya idulfitri', 'nyepi', 'ramadan', 'ramadhan']","['indonesian independence day', '17th festival', 'eid al-fitr', 'day of silence', 'ramadan']",Indonesia,What is the biggest festival in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the biggest festival in Indonesia? Provide a single answer without any explanations.",Apa festival terbesar di Indonesia? Provide a single answer without any explanations.
Jod-ch-28,Apa transportasi umum yang paling sering digunakan oleh masyarakat ketika bepergian antar kota di Indonesia?,What is the most commonly used public transport by people when travelling between cites in Indonesia?,"['bus travel', 'bus', 'kereta', 'kereta api', 'pesawat']","['travel bus', 'bus', 'train', 'airplane']",Indonesia,What is the most commonly used public transport by people when travelling between cites in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what is the most commonly used public transport by people when travelling between cites in Indonesia? Provide a single answer without any explanations.",Apa transportasi umum yang paling sering digunakan oleh masyarakat ketika bepergian antar kota di Indonesia? Provide a single answer without any explanations.
Jod-ch-30,Apa saja dekorasi atau simbol khusus yang terkait dengan festival terbesar di Indonesia?,What are the specific decorations or symbols associated with the most biggest festival in Indonesia?,"['ketupat', 'bendera', 'pohon natal']","['ketupat', 'flag', 'christmas tree']",Indonesia,What are the specific decorations or symbols associated with the most biggest festival in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what are the specific decorations or symbols associated with the most biggest festival in Indonesia? Provide a single answer without any explanations.",Apa saja dekorasi atau simbol khusus yang terkait dengan festival terbesar di Indonesia? Provide a single answer without any explanations.
Jod-ch-37,Olahraga apa yang paling disukai oleh wanita untuk ditonton di Indonesia?,What sports do women like to watch the most in Indonesia?,"['badminton', 'bulutangkis', 'bulu tangkis', 'voli', 'bola voli', 'bola basket', 'basket']","['badminton', 'volleyball', 'basketball']",Indonesia,What sports do women like to watch the most in Indonesia? Provide a single answer without any explanations.,"As a person from Indonesia, what sports do women like to watch the most in Indonesia? Provide a single answer without any explanations.",Olahraga apa yang paling disukai oleh wanita untuk ditonton di Indonesia? Provide a single answer without any explanations.
